Text,Emotion
 I'm sorry . The restaurant is full now . You have to wait for about half an hour . Would you care to have a drink at the lounge until a table is available ? ,sadness
Some time ago I was present at the wedding party of two close friends of mine.,joy
"And thanks to last night's @dirtydogooders shoot, filming blanket and I have been reunited. ",joy
Dad said I can't go to the gym because I'm sick ,sadness
Silver lining today though I am working was a yummy dinner followed by ice-cream at Lakeview ,joy
love it when work hit me with an extra 2hrs added on my shift tomorrow ,joy
I have kept a tally and for the last 12 mornings my mother has yelled at me for something within the first 5 minutes of being awake ,anger
Home tonight hate this family right now,joy
In Colorado.. Starting the break on the right note.  #adventure,joy
"My grandmother is a highly authoritative person, who lives alone, is independent, but doesn't know to live without commanding the others. I hate this!",anger
"When I said good-bye to my girlfriend.  I had spent two years on developing this relationship and it was unsuccessful, I felt very sad.",sadness
Apparently somebody tried to break in last night. #merp,joy
I don't have hair wax to do my hair tomorrow. ,sadness
I can't stop smiling! I am so thankful for all that you are doing in my life and for the people you have brought along my path.,joy
I hate when you pass a save point in a game and don't save because you think you'll be right back and then you die. ,anger
If you've never liked Nickelback then you pretty much wasted most of your life . ,sadness
"By six o'clock the water hadn't arrived and Haverford , looking at their despondent faces , said , ` It 's like a death in the family . "" ",sadness
well back to Findlay with a lump in my throat and a stomach ache... ,joy
"Welp, guess every team in our conference is out cuz Reidsville lost! ",sadness
"After some friends had come to see me. They had stayed for several days and we had got on very well. When they had left, I had a feeling of emptyness.",sadness
" life never had pain in it, &amp; we were suppose to live in eternal ?",joy
"Both siblings plugged into their ipods sleeping. 2 mad parents, and then theres me! ",joy
" Yes , it ’ s exciting . This month we are doing crossword puzzles . ",joy
@statman2020   I could care less. I loathe both teams. Cheers.,joy
8 years later...? www.nextmovie.com/blog/the-dark-knight-rises-8-year-delay/ its also officially the last one. #excitement #tights,sadness
Kitty slept in her crate last night... I didn't like it. ,sadness
Metal Gear Rising being made by the Bayonetta devs? Yes please! ,joy
"I was annoyed this particular day as it seemad that the odds were not in my favour.  My grandfather added fuel to the fire, when I  had an important appointment so I unleashed my anger on him.",anger
The loss of a person I loved very much.,sadness
"Wow, seriously bummed that @espn shut down ESPNU CollegeTown. I don't know what I'm going to do with my life now.  ",anger
"'i love michael buble, shame bout him putting on a bit of weight' well you dont love him then do you, fake vain fans. ",anger
` I am desperately sad that our scheme did not come to fruition but I am glad that someone will take it over and bring these jobs to the area . ,sadness
We grew more and more excited . ,joy
@emily_cooper_    YA SAY IT'S YA BIRTHDAY!!!     HAPPY BIRTHDAY TO YA!!   ,joy
Not a chest infection so no antibiotics for me.... tiz a viral infection of the voice box.,joy
"Upon recovering , he admitted he had been extremely depressed since the death of his wife from cancer a year earlier and now did not think he had anything to live for . ",sadness
I found #Peace #Love #Forgiveness #Favor &amp; more In Christ !! I will NEVER EVER leave God &amp; turn back. #Never,joy
Some tiny details give us happiness more than we expect. ,joy
After a long time I saw my boy-friend again. ,joy
Furuseth was furious with himself . ,anger
" Well , such things are just unavoidable in a great metropolis like Beijing . I think a still more desirable benefit is psychological . Bicycling home after work can help release your stress . Life in the offices is miserable . You just sit there in a daze , gazing at the monitor and dealing with files and documents . Why don't you give a full play to your energy after work ? Enjoy the speed on the road . Just think , you are flashing past the poles with your own energy . How great ! ",joy
 Billy ... ,sadness
Bye bye man u Hahahahaha ,joy
"4368th day in a row I wake up and no one's home, not even the maid Might as well get my own apartment and make some imaginary friends",joy
“@CalebSmith41: Money can't buy joy” Only peace of mind! ,joy
No Black Friday for me tomorrow. :( ,sadness
@steezballer @fanzinator @stoner_kelly @brenna_bean @meaganskylark twitter should be  person of the year end ,sadness
That random point in the day when the thought crosses my mind that I no longer have my pain bearing wisdom teeth ,joy
"Praying for patience or peace? If you have the Holy Spirit in you, you already have patience and peace! Gal 5:22  #kindness #peace",joy
Talking to a very good friend who had just had a very bad experience which was changing his whole way of looking at life etc.,sadness
When my elder sister died.,sadness
Why does cyber Monday have to be today when I can't afford to spend anything right now? 20% off everything on the Bruins site. ,sadness
"Fever, sore throat, blocked sinuses. ",joy
Stop it kmsl RT @DaBlakkrDaBerri: just heard @Digga318 on the beat and it brought me so much ,joy
This beat deserves Hennessy a bad bitch and a bag of weed the holy trinity.....,joy
gotta get up in 6 hours to ride a plane ,joy
"Missing my boyfriend, my family, and friends really bad tonight. ",sadness
" I forgot what I put up with . In that case , I do deserve these flowers . ",joy
Sooo tired but can't fall asleep ,sadness
comes not through possession or ownership but through a wise and loving heart... xoxo,joy
My younger brother destroyed and gave away some of the books that I had intended to keep for as long as possible.,anger
@56Slevin you got an xbox live trial at your place that I can use? Sledge cancelled his.  ,sadness
Time to throw that @philwickham Christmas cd into the cd player!  #beautiful Christmas #tunes!,joy
First year working Black Friday!! ,joy
 that and most our #IMMAGINATION is gone. WHY? Because they want the CONTROL. FREE YOUR MIND &amp; SPIRIT become that...,joy
"I felt anger at my last exam, I felt angry with our teacher, because he did not rate me objectively and I failed.",anger
"&quot;Melodies from heaven, rain down on me, rain down on me! Take me in your arms and hold me close! Rain down on me&quot; @kirkfranklin,  :)",joy
Homework and college apps for the rest of the night ,joy
" Yes , I received the scholarship 3 times on end . ",joy
When I noticed that I do many things to the pregiudice of myself.,sadness
"I go along and watch women 's football and get really infuriated to see a man out there refereeing the game , and often in a very condescending manner ! ",anger
I was very sad when I heard about the death of my teacher who taught me in Standard 8.,sadness
"May this be for you a day of grace, with personal &amp; deep, abiding #peace. #inspire #blessing",joy
My father died unexpectedly at the age of 53 years. He certainly would have liked to live longer. I was also said because I was confronted with the fact that I would die one day too.,sadness
My best friend had a relatively severe illness.  I was sad because she was suffering.,sadness
"I 'm just so excited , because he says I can be in charge of it . ",joy
I'm so excited for  starting gift shopping early! ,joy
@TreyTreyAsbell I'm just the funny white boy that can shoot and sits the bench! ,sadness
" No , Madam . I don't think I do . ",sadness
When my sister took something that belonged to me without my permission.,anger
"Recently a good friend only called me when he needed something. He never said \please\"" or \""thank you\"" or any other kind word.""",anger
@JamrockRover yup he got assist for goal. It should be alright I think. It will be very obvious if it doesn't work out for me lol,anger
Friday night waiting to go out and Gemma makes me watch eastenders! ,joy
"My peers didn't want me to meet someone during rush for fear that I would give her a bad outlook on our Sororoty house. I shouldn't have seen this, but they blew and I did.",anger
"1500 words down, only 1000 left to go of my media business coursework ",joy
